Test UID,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,subject 12,subject 13,subject 14,subject 15,subject 16,subject 17,subject 18,subject 19,subject 20,subject 21,subject 22,subject 23,subject 24,subject 25,subject 26
202,10,7,30,not diluted,right,ethyl hexanoate,trans-2-hexenal,pentanoic acid,chlorothymol,hexanal,pentan-2-ol,"(3S)-3,7-dimethyloct-6-en-1-ol","2,3-dimethyl pyrazine",undecanal,2-oxopropanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10,7,30,1/4,wrong,hexanoic acid,iso-phorone,ethyl octanoate,S-(methyl thio) butyrate,butyl sulfide,anisole,2-phenyl propionaldehyde dimethyl acetal,iso-pentyl phenyl acetate,thiophene,dimethyl benzyl carbinyl butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10,7,30,not diluted,wrong,hexanoic acid,iso-phorone,ethyl octanoate,S-(methyl thio) butyrate,butyl sulfide,anisole,2-phenyl propionaldehyde dimethyl acetal,iso-pentyl phenyl acetate,thiophene,dimethyl benzyl carbinyl butyrate,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,wrong,right,wrong,right,right,wrong,right,right,wrong,right,wrong,right,right,wrong,right,right,right,wrong,wrong,right,wrong,right,right
211,10,7,30,1/2,right,hexanoic acid,iso-phorone,ethyl octanoate,limonene,ethyl benzoate,pentan-2-ol,methylsulfanylmethane,laevo-beta-pinene,gamma-undecalactone,decan-2-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10,7,30,not diluted,wrong,ethyl 2-hydroxypropanoate,thymol,gamma-valerolactone,eucalyptol,butanal,methyl benzoate,butyl acetate,propan-2-ol,1-hexanol,amyl butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10,7,30,1/2,wrong,ethyl 2-hydroxypropanoate,thymol,gamma-valerolactone,eucalyptol,butanal,methyl benzoate,butyl acetate,propan-2-ol,1-hexanol,amyl butyrate,,,,,,,,,,,,,,,,,,,,,wrong,right,wrong,wrong,right,wrong,right,wrong,right,right,wrong,right,right,wrong,right,right,right,wrong,wrong,right,right,right,right,right,right,right
214,10,7,30,1/4,right,ethyl 2-hydroxypropanoate,thymol,gamma-valerolactone,cuminic aldehyde,hexanal,pentan-2-ol,"2,3-dimethyl pyrazine",p-cresyl-iso-butyrate,musk galaxolide,2-ethyl pyrazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,10,7,30,1/2,wrong,trans-2-hexenal,hydroxy citronellal,acetophenone,ethyl hexanoate,phenyl acetylene,propan-2-one,1-hexanol,ethyl benzoate,ortho-acetyl pyridine,dibutyl amine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,10,7,30,not diluted,wrong,trans-2-hexenal,hydroxy citronellal,acetophenone,ethyl hexanoate,phenyl acetylene,propan-2-one,1-hexanol,ethyl benzoate,ortho-acetyl pyridine,dibutyl amine,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,right,right,right,right,right,wrong,right,right,right,right,right,wrong,right,right,right,right
222,10,7,30,1/4,right,trans-2-hexenal,hydroxy citronellal,acetophenone,heptan-2-ol,undecanal,pentan-2-ol,linalool,"2,4-trans-trans-decadienal",ethyl decanoate,para-methyl quinoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,10,7,30,1/2,wrong,decanoic acid,phenyl acetylene, 1-Isopropyl-4-methylbenzene,p-cresol,bis(methylsulfanyl)methane,benzaldehyde,2-oxopropanoic acid,ortho-acetyl pyridine,eucalyptol,strawberry aldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,10,7,30,not diluted,wrong,decanoic acid,phenyl acetylene, 1-Isopropyl-4-methylbenzene,p-cresol,bis(methylsulfanyl)methane,benzaldehyde,2-oxopropanoic acid,ortho-acetyl pyridine,eucalyptol,strawberry aldehyde,,,,,,,,,,,,,,,,,,,,,wrong,right,wrong,wrong,right,right,right,wrong,right,right,right,right,right,wrong,right,right,right,right,right,wrong,right,right,right,right,right,right
225,10,7,30,1/4,right,decanoic acid,phenyl acetylene, 1-Isopropyl-4-methylbenzene,decan-2-one,melonal,pentan-2-ol,acetic acid,ethyl decanoate,hexyl hexanoate,para-methyl quinoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,10,7,30,1/4,wrong,l-menthol,dimethyl trisulfide,4-ethyl guaiacol,propane-1-thiol,limonene,pentanoic acid,2-oxopropanoic acid,heptan-2-one,propyl sulfide,2-methylpropanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,10,7,30,1/2,wrong,l-menthol,dimethyl trisulfide,4-ethyl guaiacol,propane-1-thiol,limonene,pentanoic acid,2-oxopropanoic acid,heptan-2-one,propyl sulfide,2-methylpropanoic acid,,,,,,,,,,,,,,,,,,,,,wrong,right,right,wrong,wrong,right,right,right,wrong,wrong,right,right,right,right,right,right,wrong,right,right,right,wrong,right,right,right,right,right
261,10,7,30,not diluted,right,l-menthol,dimethyl trisulfide,4-ethyl guaiacol,"2,3-dimethyl pyrazine",gamma-valerolactone,pentan-2-ol,diphenyl oxide,ethyl butyrate,hexanal,thymol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,4,60,1/4,wrong,eugenol,pentyl valerate,caryophyllene,ethyl propionate,2-methylpropanal,3-hexanol,methylsulfanylmethane,ethyl benzoate,iso-valeraldehyde,pentyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,4,60,not diluted,wrong,eugenol,pentyl valerate,caryophyllene,ethyl propionate,2-methylpropanal,3-hexanol,methylsulfanylmethane,ethyl benzoate,iso-valeraldehyde,pentyl acetate,,,,,,,,,,,,,,,,,,,,,right,wrong,wrong,wrong,right,right,wrong,wrong,right,right,right,right,right,right,right,wrong,wrong,right,right,right,right,right,right,wrong,right,right
2,10,4,60,1/2,right,eugenol,pentyl valerate,caryophyllene,ethyl propionate,2-methylpropanal,3-hexanol,ethyl decanoate,gamma-nonalactone,pentan-2-ol,1-octen-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,4,60,1/4,wrong,methyl octanoate,caryophyllene,laevo-beta-pinene,4-pentenoic acid,cuminic aldehyde,propan-1-ol,2-methylpropanoic acid,hexanoic acid,musk galaxolide,2-phenylethyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,4,60,1/2,wrong,methyl octanoate,caryophyllene,laevo-beta-pinene,4-pentenoic acid,cuminic aldehyde,propan-1-ol,2-methylpropanoic acid,hexanoic acid,musk galaxolide,2-phenylethyl acetate,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,right,right,right,right,right,right,right,right,wrong,wrong,right,wrong,wrong,wrong,right,wrong,right,right,right,wrong,right,right,right
12,10,4,60,not diluted,right,methyl octanoate,caryophyllene,laevo-beta-pinene,4-pentenoic acid,cuminic aldehyde,propan-1-ol,furfuryl mercaptan,cyclohexanol,pentan-2-ol,l-menthol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,10,4,60,not diluted,wrong,para-methyl quinoline,gamma-undecalactone,ortho-tolualdehyde,gamma-nonalactone,thiolane,gamma-valerolactone,iso-valeraldehyde,ethyl propionate,methyl octanoate,strawberry aldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,10,4,60,1/2,wrong,para-methyl quinoline,gamma-undecalactone,ortho-tolualdehyde,gamma-nonalactone,thiolane,gamma-valerolactone,iso-valeraldehyde,ethyl propionate,methyl octanoate,strawberry aldehyde,,,,,,,,,,,,,,,,,,,,,wrong,right,right,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,right,wrong,right,wrong,right,wrong,right,wrong,right,right,right,right,right,right,right
21,10,4,60,1/4,right,para-methyl quinoline,gamma-undecalactone,ortho-tolualdehyde,gamma-nonalactone,thiolane,gamma-valerolactone,acetoin,eugenol,pentan-2-ol,2-ethyl pyrazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10,4,60,not diluted,wrong,methyl salicylate,ethyl octanoate,2-methylpropanoic acid,dibutyl amine,gamma-undecalactone,heptan-2-ol,laevo-beta-pinene,eugenol,2-ethyl pyrazine,skatole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10,4,60,1/2,wrong,methyl salicylate,ethyl octanoate,2-methylpropanoic acid,dibutyl amine,gamma-undecalactone,heptan-2-ol,laevo-beta-pinene,eugenol,2-ethyl pyrazine,skatole,,,,,,,,,,,,,,,,,,,,,right,wrong,right,right,wrong,wrong,wrong,wrong,wrong,right,wrong,right,wrong,wrong,right,wrong,right,right,right,right,right,right,right,wrong,right,right
23,10,4,60,1/4,right,methyl salicylate,ethyl octanoate,2-methylpropanoic acid,dibutyl amine,gamma-undecalactone,heptan-2-ol,propan-2-one,methyl propanoate,pentan-2-ol,nonyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,10,4,60,1/2,wrong,ethyl formate,ethyl butyrate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,muguet carbinol,strawberry aldehyde,(methyldisulfanyl) methane,4-methoxybenzaldehyde,acetic acid,acetophenone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,10,4,60,not diluted,wrong,ethyl formate,ethyl butyrate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,muguet carbinol,strawberry aldehyde,(methyldisulfanyl) methane,4-methoxybenzaldehyde,acetic acid,acetophenone,,,,,,,,,,,,,,,,,,,,,right,right,wrong,wrong,wrong,right,wrong,right,right,wrong,right,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,right,right,right,right,right
65,10,4,60,1/4,right,ethyl formate,ethyl butyrate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,muguet carbinol,strawberry aldehyde,eugenol,hexanal,pentan-2-ol,1-octen-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10,4,60,1/2,wrong,thiophene,indole,gamma-undecalactone,iso-bornyl acetate,propyl sulfide,4-methyl anisole,2-phenyl propionaldehyde dimethyl acetal,methyl anthranilate,phenyl acetic acid,caryophyllene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10,4,60,1/4,wrong,thiophene,indole,gamma-undecalactone,iso-bornyl acetate,propyl sulfide,4-methyl anisole,2-phenyl propionaldehyde dimethyl acetal,methyl anthranilate,phenyl acetic acid,caryophyllene,,,,,,,,,,,,,,,,,,,,,right,right,right,wrong,right,right,wrong,right,right,wrong,wrong,wrong,wrong,right,wrong,right,right,right,right,wrong,right,wrong,right,right,wrong,wrong
69,10,4,60,not diluted,right,thiophene,indole,gamma-undecalactone,iso-bornyl acetate,propyl sulfide,4-methyl anisole,ortho-tolualdehyde,ethyl butyrate,phenyl acetylene,hexan-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10,4,60,1/2,wrong,acetoin,hexyl hexanoate,1-hexanol,iso-phorone,propyl sulfide,strawberry aldehyde,"2,3-dimethyl pyrazine",2-methylpropanal,p-cresyl-iso-butyrate,"2,4-trans-trans-decadienal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10,4,60,not diluted,wrong,acetoin,hexyl hexanoate,1-hexanol,iso-phorone,propyl sulfide,strawberry aldehyde,"2,3-dimethyl pyrazine",2-methylpropanal,p-cresyl-iso-butyrate,"2,4-trans-trans-decadienal",,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,right,right,right,right,wrong,right,wrong,wrong,wrong,right,right,right,wrong,right,right,right,right,right,wrong,right,right,right,right
72,10,4,60,1/4,right,acetoin,hexyl hexanoate,1-hexanol,iso-phorone,propyl sulfide,strawberry aldehyde,geraniol,ethyl octanoate,pentan-2-ol,methyl salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,4,60,1/2,wrong,butanal,butyl acetate,p-cresyl acetate,geraniol,p-cresol,2-phenylethyl acetate,propan-2-ol,ethyl pentanoate,thiolane,propan-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,4,60,1/4,wrong,butanal,butyl acetate,p-cresyl acetate,geraniol,p-cresol,2-phenylethyl acetate,propan-2-ol,ethyl pentanoate,thiolane,propan-1-ol,,,,,,,,,,,,,,,,,,,,,wrong,right,right,right,wrong,wrong,wrong,wrong,right,wrong,wrong,wrong,right,wrong,wrong,right,right,wrong,right,wrong,right,right,right,right,wrong,wrong
99,10,4,60,not diluted,right,butanal,butyl acetate,p-cresyl acetate,geraniol,p-cresol,2-phenylethyl acetate,pentanoic acid,gamma-undecalactone,pentan-2-ol,ethyl propionate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,10,4,60,1/2,wrong,iso-phorone,propan-2-ol,methyl salicylate,pentyl valerate,limonene,thiolane,2-phenylethyl acetate,muguet carbinol,hydroxy citronellal,caryophyllene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,10,4,60,not diluted,wrong,iso-phorone,propan-2-ol,methyl salicylate,pentyl valerate,limonene,thiolane,2-phenylethyl acetate,muguet carbinol,hydroxy citronellal,caryophyllene,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,right,right,right,wrong,wrong,wrong,wrong,right,wrong,wrong,wrong,wrong,wrong,wrong,right,right,wrong,right,wrong,wrong,right
124,10,4,60,1/4,right,iso-phorone,propan-2-ol,methyl salicylate,pentyl valerate,limonene,thiolane,ethyl decanoate,propan-1-ol,pentan-2-ol,iso-valeric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10,4,60,1/4,wrong,pentyl valerate,ortho-tolualdehyde,phenyl ethanol,decanoic acid,strawberry aldehyde,dimethyl benzyl carbinyl butyrate,trans-2-hexenal,skatole,hexyl hexanoate,pentyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10,4,60,1/2,wrong,pentyl valerate,ortho-tolualdehyde,phenyl ethanol,decanoic acid,strawberry aldehyde,dimethyl benzyl carbinyl butyrate,trans-2-hexenal,skatole,hexyl hexanoate,pentyl acetate,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,right,right,wrong,wrong,wrong,right,right,right,right,right,wrong,right,right,right,right,right,right,right,right,right,right,right,right
127,10,4,60,not diluted,right,pentyl valerate,ortho-tolualdehyde,phenyl ethanol,decanoic acid,strawberry aldehyde,dimethyl benzyl carbinyl butyrate,indole,iso-valeraldehyde,pentan-2-ol,pent-1-en-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,10,4,60,not diluted,wrong,ethyl decanoate,iso-valeric acid,acetophenone,2-phenylethyl acetate,cinnamic aldehyde,pentyl acetate,ethyl pentanoate,pent-1-en-3-ol,muguet carbinol,methyl butanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,10,4,60,1/2,wrong,ethyl decanoate,iso-valeric acid,acetophenone,2-phenylethyl acetate,cinnamic aldehyde,pentyl acetate,ethyl pentanoate,pent-1-en-3-ol,muguet carbinol,methyl butanoate,,,,,,,,,,,,,,,,,,,,,right,wrong,right,wrong,right,wrong,right,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,wrong,right,right,wrong,wrong,right,wrong,wrong,wrong,right
139,10,4,60,1/4,right,ethyl decanoate,iso-valeric acid,acetophenone,2-phenylethyl acetate,cinnamic aldehyde,pentyl acetate,undecylenic acid,propyl sulfide,pentan-2-ol,_-terpineol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10,4,60,not diluted,wrong,pent-1-en-3-ol,methyl butanoate,ortho-tolualdehyde,propan-2-one,undecanal,diethyl butanedioate,thiophene,ethyl hexanoate,iso-bornyl acetate,butane-2-thiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10,4,60,1/4,wrong,pent-1-en-3-ol,methyl butanoate,ortho-tolualdehyde,propan-2-one,undecanal,diethyl butanedioate,thiophene,ethyl hexanoate,iso-bornyl acetate,butane-2-thiol,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,wrong,right,wrong,right,right,right,right,wrong,right,wrong,wrong,right,right,wrong,wrong,right,wrong
150,10,4,60,1/2,right,pent-1-en-3-ol,methyl butanoate,ortho-tolualdehyde,propan-2-one,undecanal,diethyl butanedioate,4-methyl anisole,hexan-3-one,eugenol,thymol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10,4,60,1/2,wrong,hexan-3-one,acetic acid,1-octen-3-ol,_-terpineol,iso-phorone,4-methyl anisole,decan-2-one,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butyl sulfide,dibutyl amine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10,4,60,not diluted,wrong,hexan-3-one,acetic acid,1-octen-3-ol,_-terpineol,iso-phorone,4-methyl anisole,decan-2-one,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butyl sulfide,dibutyl amine,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,right,wrong,wrong,right,right,right,right,right,wrong,right,wrong,wrong,wrong,right,wrong,right,right,right,right,right,right,right,wrong
158,10,4,60,1/4,right,hexan-3-one,acetic acid,1-octen-3-ol,_-terpineol,iso-phorone,4-methyl anisole,nonyl acetate,melonal,pentan-2-ol,alpha-pinene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,10,4,60,1/4,wrong,2-hydroxypropanoic acid,4-methoxybenzaldehyde,dimethyl trisulfide,cinnamic aldehyde,trimethyl amine,"2,3-dimethyl pyrazine",decanoic acid,trans-2-hexenal,2-ethyl pyrazine,acetophenone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,10,4,60,not diluted,wrong,2-hydroxypropanoic acid,4-methoxybenzaldehyde,dimethyl trisulfide,cinnamic aldehyde,trimethyl amine,"2,3-dimethyl pyrazine",decanoic acid,trans-2-hexenal,2-ethyl pyrazine,acetophenone,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,right,right,right,right,wrong,right,wrong,right,right,right,wrong,right,right,wrong,right,wrong,wrong,wrong,wrong,wrong,right,right,wrong
187,10,4,60,1/2,right,2-hydroxypropanoic acid,4-methoxybenzaldehyde,dimethyl trisulfide,cinnamic aldehyde,trimethyl amine,"2,3-dimethyl pyrazine",muguet carbinol,1-octen-3-ol,pentan-2-ol,ortho-tolualdehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10,4,60,1/2,wrong,phenyl acetic acid,eucalyptol,2-phenyl propionaldehyde dimethyl acetal,4-methyl anisole,ethyl benzoate,trimethyl amine,undecylenic acid,muguet carbinol,toluene,2-methylpropanoic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10,4,60,1/4,wrong,phenyl acetic acid,eucalyptol,2-phenyl propionaldehyde dimethyl acetal,4-methyl anisole,ethyl benzoate,trimethyl amine,undecylenic acid,muguet carbinol,toluene,2-methylpropanoic acid,,,,,,,,,,,,,,,,,,,,,right,right,wrong,wrong,right,right,right,right,right,wrong,right,right,wrong,wrong,wrong,right,right,right,wrong,right,right,right,right,right,right,right
191,10,4,60,not diluted,right,phenyl acetic acid,eucalyptol,2-phenyl propionaldehyde dimethyl acetal,4-methyl anisole,ethyl benzoate,trimethyl amine,iso-valeraldehyde,hexan-3-one,pentan-2-ol,nonan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,10,4,60,1/2,wrong,benzaldehyde,phenyl ethanol,ethyl hexanoate,gamma-undecalactone,"2,4-trans-trans-decadienal",decan-2-one,ethyl formate,2-methylpropanal,propane-1-thiol,geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,10,4,60,1/4,wrong,benzaldehyde,phenyl ethanol,ethyl hexanoate,gamma-undecalactone,"2,4-trans-trans-decadienal",decan-2-one,ethyl formate,2-methylpropanal,propane-1-thiol,geraniol,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,wrong,right,right,right,right,wrong,wrong,wrong,right,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,right,right,right
196,10,4,60,not diluted,right,benzaldehyde,phenyl ethanol,ethyl hexanoate,gamma-undecalactone,"2,4-trans-trans-decadienal",decan-2-one,2-oxopropanoic acid,iso-valeraldehyde,pentan-2-ol,ethyl benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10,4,60,1/4,wrong,linalool,ortho-acetyl pyridine,heptan-2-ol,2-methylpropanal,chlorothymol,4-methyl anisole,amyl butyrate,2-hydroxypropanoic acid,nonan-2-ol,guaiacol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10,4,60,not diluted,wrong,linalool,ortho-acetyl pyridine,heptan-2-ol,2-methylpropanal,chlorothymol,4-methyl anisole,amyl butyrate,2-hydroxypropanoic acid,nonan-2-ol,guaiacol,,,,,,,,,,,,,,,,,,,,,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,right,wrong,right,right,right,right,right,wrong,right,right,right,right,right,right,right,right,wrong
207,10,4,60,1/2,right,linalool,ortho-acetyl pyridine,heptan-2-ol,2-methylpropanal,chlorothymol,4-methyl anisole,laevo-beta-pinene,3-hexanol,pentan-2-ol,thymol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10,4,60,1/4,wrong,acetophenone,butyl acetate,2-methylpropanoic acid,4-Methyl-3-penten-2-one,2-methylpropanal,1-hexanol,4-pentenoic acid,hexan-3-one,p-cresol,ethyl propionate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10,4,60,1/2,wrong,acetophenone,butyl acetate,2-methylpropanoic acid,4-Methyl-3-penten-2-one,2-methylpropanal,1-hexanol,4-pentenoic acid,hexan-3-one,p-cresol,ethyl propionate,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,wrong,wrong,right,right,wrong,wrong,right,wrong,wrong,right,right,wrong,right,right,wrong,right,right,wrong,right,right,wrong,right,right
212,10,4,60,not diluted,right,acetophenone,butyl acetate,2-methylpropanoic acid,4-Methyl-3-penten-2-one,2-methylpropanal,1-hexanol,decan-2-one,limonene,pentan-2-ol,isoamyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10,4,60,not diluted,wrong,4-pentenoic acid,propyl sulfide,methyl anthranilate,l-menthol,caryophyllene,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butanal,gamma-undecalactone,bis(methylsulfanyl)methane,thiophene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10,4,60,1/2,wrong,4-pentenoic acid,propyl sulfide,methyl anthranilate,l-menthol,caryophyllene,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",butanal,gamma-undecalactone,bis(methylsulfanyl)methane,thiophene,,,,,,,,,,,,,,,,,,,,,right,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,wrong,right,wrong,wrong,right,right,right,right,wrong,right,right,wrong,right,wrong,right,right
231,10,4,60,1/4,right,4-pentenoic acid,propyl sulfide,methyl anthranilate,l-menthol,caryophyllene,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",2-phenylethyl acetate,hexanal,pentan-2-ol,p-cresyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,10,4,60,not diluted,wrong,ethyl formate,butyl sulfide,methyl propanoate,acetaldehyde,geraniol,acetic acid,gamma-undecalactone,thymol,iso-bornyl acetate,ethyl benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,10,4,60,1/2,wrong,ethyl formate,butyl sulfide,methyl propanoate,acetaldehyde,geraniol,acetic acid,gamma-undecalactone,thymol,iso-bornyl acetate,ethyl benzoate,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,wrong,wrong,right,right,wrong,wrong,wrong,right,right,right,wrong,right,right,wrong,wrong,right,right,right,right,wrong,wrong,wrong,wrong
239,10,4,60,1/4,right,ethyl formate,butyl sulfide,methyl propanoate,acetaldehyde,geraniol,acetic acid,pentanoic acid,eugenol,pentan-2-ol,nonan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,90,1/2,wrong,p-cresyl acetate,p-cresol,hydroxy citronellal,strawberry aldehyde,linalool,hexyl hexanoate,octanal,ethyl decanoate,heptanal,methylsulfanylmethane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,90,not diluted,wrong,p-cresyl acetate,p-cresol,hydroxy citronellal,strawberry aldehyde,linalool,hexyl hexanoate,octanal,ethyl decanoate,heptanal,methylsulfanylmethane,,,,,,,,,,,,,,,,,,,,,wrong,wrong,wrong,wrong,right,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,wrong,right,right,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right
3,10,1,90,1/4,right,p-cresyl acetate,p-cresol,hydroxy citronellal,strawberry aldehyde,linalool,hexyl hexanoate,octanal,ethyl decanoate,heptanal,propan-2-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,1,90,not diluted,wrong,gamma-valerolactone,muguet carbinol,eucalyptol,ethyl octanoate,2-oxopropanoic acid,diphenyl oxide,p-cresol,diethyl butanedioate,anisole,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,1,90,1/4,wrong,gamma-valerolactone,muguet carbinol,eucalyptol,ethyl octanoate,2-oxopropanoic acid,diphenyl oxide,p-cresol,diethyl butanedioate,anisole,propyl sulfide,,,,,,,,,,,,,,,,,,,,,wrong,wrong,right,wrong,right,right,right,wrong,wrong,wrong,right,right,wrong,right,wrong,right,right,right,wrong,wrong,right,wrong,right,wrong,right,wrong
